80761,509,87485,2
80762,509,87529,3
80763,509,88163,4
80764,509,88744,3
80765,509,89678,4
80766,509,89745,4.5
80767,509,90809,3
80768,509,90866,3
80769,509,91266,2.5
80770,509,91337,4
80771,509,91500,3.5
80772,509,91529,4
80773,509,91542,3.5
80774,509,92259,3.5
80775,509,92509,3
80776,509,93134,3.5
80777,509,93363,3.5
80778,509,93510,3
80779,509,93840,4
80780,509,93988,4.5
80781,509,94478,2.5
80782,509,94503,3.5
80783,509,94777,3
80784,509,94780,2.5
80785,509,94799,3.5
80786,509,95167,4
80787,509,95193,2
80788,509,95558,3
80789,509,95858,3.5
80790,509,96110,3
80791,509,96588,4.5
80792,509,96610,3
80793,509,96821,3
80794,509,97938,3.5
80795,509,98243,3.5
80796,509,98491,4
80797,509,98809,3.5
80798,509,99114,4
80799,509,99145,3
80800,509,99149,3.5
80801,509,101577,3.5
80802,509,101864,2.5
80803,509,101962,3
80804,509,102445,3.5
80805,509,103042,3.5
80806,509,103335,3.5
80807,509,104374,3.5
80808,509,104841,2.5
80809,509,106072,3.5
80810,509,106487,3.5
80811,509,106642,4
80812,509,106696,4.5
80813,509,106916,2.5
80814,509,106918,3
80815,509,107406,4
80816,509,107565,4
80817,509,108932,4
80818,509,109374,3.5
80819,509,109487,3
80820,509,110102,3.5
80821,509,110781,2.5
80822,509,111362,3.5
80823,509,111659,3.5
80824,509,111743,3.5
80825,509,112138,3
80826,509,112175,4.5
80827,509,112852,4
80828,509,115617,4.5
80829,509,116823,3.5
80830,509,117133,3.5
80831,509,117176,4.5
80832,509,117529,3.5
80833,509,118997,2.5
80834,509,122892,4
80835,509,126142,4
80836,509,129229,2
80837,509,130073,4
80838,509,133419,5
80839,509,136838,2.5
80840,509,136840,3.5
80841,510,7,1
80842,510,16,1
80843,510,50,4
80844,510,101,4
80845,510,104,3
80846,510,145,3
80847,510,185,0.5
80848,510,216,3
80849,510,231,3.5
80850,510,303,2.5
80851,510,317,1
80852,510,350,0.5
80853,510,372,3
80854,510,420,0.5
80855,510,457,4.5
80856,510,480,3
80857,510,494,1
80858,510,497,1.5
80859,510,514,2
80860,510,527,3.5
80861,510,553,1
80862,510,556,4
80863,510,593,3.5
80864,510,750,4.5
80865,510,858,4.5
80866,510,926,4.5
80867,510,1020,3
80868,510,1036,4
80869,510,1060,3
80870,510,1196,3.5
80871,510,1198,4
80872,510,1208,4
80873,510,1213,3.5
80874,510,1225,3.5
80875,510,1242,3.5
80876,510,1247,4
80877,510,1248,4.5
80878,510,1258,4
80879,510,1259,3.5
80880,510,1262,4
80881,510,1265,4
80882,510,1304,3
80883,510,1391,0.5
80884,510,1393,3.5
80885,510,1396,3.5
80886,510,1457,0.5
80887,510,1466,2
80888,510,1673,3
80889,510,1882,0.5
80890,510,1961,3
80891,510,1997,4.5
80892,510,2000,3
80893,510,2013,3
80894,510,2174,3
80895,510,2231,3.5
80896,510,2395,4.5
80897,510,2599,4
80898,510,2640,3
80899,510,2699,1
80900,510,2710,1
80901,510,2762,2.5
80902,510,2763,3
80903,510,2791,4
80904,510,2795,3.5
80905,510,2797,3.5
80906,510,2804,3
80907,510,2819,3.5
80908,510,2918,3.5
80909,510,2935,4
80910,510,2987,3.5
80911,510,3081,1.5
80912,510,3160,2.5
80913,510,3176,1.5
80914,510,3198,4
80915,510,3253,3
80916,510,3360,3.5
80917,510,3481,3.5
80918,510,3527,3
80919,510,3608,4
80920,510,3827,1
80921,510,3897,3
80922,510,3998,0.5
80923,510,4148,1.5
80924,510,4262,3.5
80925,510,4322,3
80926,510,4464,3
80927,510,4809,3.5
80928,510,4901,3
80929,510,4993,2.5
80930,510,5945,3.5
80931,510,5952,3
80932,510,6323,1.5
80933,510,6787,4.5
80934,510,6979,3.5
80935,510,7026,3
80936,510,7028,2.5
80937,510,8529,1
80938,510,8644,3
80939,510,8949,3
80940,510,27790,3
80941,510,31427,1
80942,510,32587,3.5
80943,510,33794,4
80944,510,34148,3
80945,510,34405,0.5
80946,510,35836,4.5
80947,510,39292,3
80948,510,40819,3.5
80949,511,318,5
80950,511,356,4.5
80951,511,527,5
80952,511,1198,5
80953,511,1653,4
80954,511,1970,3
80955,511,2324,4.5
80956,511,2571,5
80957,511,2628,4
80958,511,2959,5
80959,511,3307,4.5
80960,511,4973,4
80961,511,4993,5
80962,511,5349,3.5
80963,511,6534,3.5
80964,511,7153,5
80965,511,41569,3.5
80966,511,50601,3
80967,511,51086,4
80968,511,53953,3.5
80969,511,55814,4
80970,511,55908,4
80971,511,56757,3.5
80972,511,56941,4
80973,511,59387,4
80974,511,68954,4.5
80975,511,79132,5
80976,511,89745,4.5
80977,511,90866,4
80978,511,91500,3.5
80979,511,91529,5
80980,511,92259,5
80981,511,94677,4
80982,511,95207,3.5
80983,511,96737,3
80984,511,97752,4
80985,511,99114,4
80986,511,103253,3.5
80987,511,105844,4
80988,511,107406,3.5
80989,511,109487,4.5
80990,511,112623,4
80991,511,114935,3.5
80992,511,115149,4
80993,511,115713,4.5
80994,511,119145,4
80995,511,122882,4
80996,511,122916,4
80997,511,127202,4
80998,511,134130,4
80999,511,139385,5
81000,511,164179,4
81001,512,2,3
81002,512,32,5
81003,512,39,4
81004,512,47,5
81005,512,50,5
81006,512,110,5
81007,512,150,4
81008,512,151,5
81009,512,160,4
81010,512,161,4
81011,512,165,5
81012,512,185,3
81013,512,208,3
81014,512,225,3
81015,512,253,5
81016,512,288,5
81017,512,292,3
81018,512,296,5
81019,512,300,4
81020,512,316,3
81021,512,317,3
81022,512,318,5
81023,512,337,3
81024,512,344,2
81025,512,349,3
81026,512,350,3
81027,512,356,5
81028,512,364,4
81029,512,367,3
81030,512,377,4
81031,512,380,3
81032,512,434,3
81033,512,442,3
81034,512,454,4
81035,512,457,5
81036,512,474,4
81037,512,480,4
81038,512,500,3
81039,512,509,2
81040,512,527,5
81041,512,539,3
81042,512,553,3
81043,512,586,3
81044,512,587,4
81045,512,588,3
81046,512,589,3
81047,512,590,3
81048,512,593,5
81049,512,595,4
81050,512,597,4
81051,513,7,3
81052,513,32,4
81053,513,110,4
81054,513,150,4.5
81055,513,235,4.5
81056,513,260,5
81057,513,266,3.5
81058,513,296,4.5
81059,513,318,5
81060,513,457,4.5
81061,513,593,4
81062,513,750,5
81063,513,780,2.5
81064,513,920,5
81065,513,923,4
81066,513,1080,3
81067,513,1101,2.5
81068,513,1210,4
81069,513,1220,4
81070,513,1225,5
81071,513,1258,2.5
81072,513,1304,4.5
81073,513,1374,4.5
81074,513,2012,3
81075,513,2174,3.5
81076,513,2858,4
81077,513,4306,4
81078,513,5349,4
81079,513,5952,3
81080,513,6145,2
81081,513,6787,4.5
81082,513,7153,3.5
81083,514,1,4
81084,514,11,4
81085,514,16,3.5
81086,514,22,3
81087,514,34,4
81088,514,44,2.5
81089,514,47,4
81090,514,62,4
81091,514,150,4
81092,514,161,4
81093,514,162,4
81094,514,185,3
81095,514,260,5
81096,514,261,2.5
81097,514,296,4
81098,514,339,3.5
81099,514,356,4
81100,514,364,4
81101,514,440,4
81102,514,457,4
81103,514,474,4
81104,514,480,4.5
81105,514,586,3.5
81106,514,588,4
81107,514,589,4
81108,514,592,2.5
81109,514,593,5
81110,514,595,4
81111,514,596,4
81112,514,597,2.5
81113,514,608,4
81114,514,648,4
81115,514,778,2.5
81116,514,785,2.5
81117,514,919,4.5
81118,514,1022,4
81119,514,1036,4
81120,514,1079,4
81121,514,1089,4
81122,514,1090,4
81123,514,1097,4.5
81124,514,1101,3
81125,514,1124,4
81126,514,1127,3.5
81127,514,1128,4
81128,514,1130,3.5
81129,514,1136,4
81130,514,1179,4
81131,514,1193,4
81132,514,1196,5
81133,514,1197,5
81134,514,1198,5
81135,514,1200,5
81136,514,1207,4
